checkpoint,fl_acc_macro,cl_acc_macro,fl_prec_macro,cl_prec_macro,fl_rec_macro,cl_rec_macro,fl_f1_macro,cl_f1_macro,fl_acc_micro,cl_acc_micro,fl_prec_micro,cl_prec_micro,fl_rec_micro,cl_rec_micro,fl_f1_micro,cl_f1_micro,fl_rec_at_8,cl_rec_at_8,fl_prec_at_8,cl_prec_at_8,fl_f1_at_8,cl_f1_at_8,fl_auc_macro,cl_auc_macro,fl_auc_micro,cl_auc_micro,fl_pr_auc_macro,cl_pr_auc_macro,fl_pr_auc_micro,cl_pr_auc_micro,fl_best_f1_micro,cl_best_f1_micro,fl_best_thr,cl_best_thr
90,0.43956073867036044,0.4166135640803968,0.5292347252390164,0.4991208937915673,0.7025050658546071,0.6880778682239126,0.6036828203406163,0.5785619924385289,0.4550147492625369,0.42611135914280246,0.5430468875020004,0.5078677309007982,0.7373166757197176,0.7258011950027159,0.6254434870755196,0.5975849731663685,0.72866328241816,0.7053063626137184,0.46504959702417853,0.4495505269683819,0.5677488643888744,0.5491084650356736,0.9029709549134165,0.8926062173282056,0.9176348131944863,0.9072638707545935,0.5628001020784814,0.535982294835328,0.6240236589989832,0.5928032103745481,0.6254434870755196,0.5975849731663685,per-label,per-label
91,0.4394144500860967,0.4174192573576164,0.5189746079343015,0.5053250986390281,0.7156442195421147,0.6843737166453362,0.6016450907629023,0.5813760784272135,0.4555784437504153,0.42592234885068575,0.5398425196850394,0.5111660613553821,0.7448126018468224,0.7186311787072244,0.6259758046108195,0.5973990788404226,0.7322762354518174,0.7082883196126695,0.46636701797892127,0.4495505269683819,0.5698267324944786,0.5500098537333636,0.9031394666118424,0.8925291351866322,0.9178139339738931,0.9067632725841879,0.560474798918617,0.5351706973342553,0.6243831671057793,0.5905786970686917,0.6259758046108195,0.5973990788404226,per-label,per-label
92,0.4403428629370029,0.4155358968305654,0.5197730102174227,0.49747990421208493,0.7192319110263231,0.6893913122794351,0.6034477006972881,0.5779200291186222,0.45391750542727455,0.42767777352227754,0.5350496277915633,0.5090798571537117,0.7495926127104834,0.7278652906029331,0.6244061354689834,0.5991236698560315,0.7328219341024308,0.7026996849299051,0.4661345319280843,0.4470706757594544,0.5698182026081604,0.5464681187454021,0.9036105598129369,0.8919477865534229,0.917261765155231,0.9063781581186897,0.5624467848438954,0.5320220825337778,0.6205937949645034,0.5890777841914796,0.6244061354689834,0.5991236698560315,per-label,per-label
93,0.4421096812947959,0.4163123970020759,0.5276691068410737,0.4980669320151575,0.7040674711487712,0.6941130475640661,0.6032371860925421,0.5799707460176348,0.4627058663400027,0.4244226510597912,0.5533040364583334,0.5040577096483319,0.7386203150461705,0.7287343834872352,0.6326711022193272,0.595922355972105,0.7311772291556081,0.7029766298728907,0.4657470551766894,0.44691568505889645,0.5690312173446254,0.5464360062945097,0.9036072617006309,0.8921649842828674,0.9181732117962679,0.905671989738938,0.5643838495600262,0.5316443780374918,0.6275901673308641,0.5852582771006806,0.6326711022193272,0.595922355972105,per-label,per-label
94,0.4423009585665212,0.4145357941599612,0.5285664424968739,0.499202374729643,0.709489112064118,0.6911734671745048,0.605808252420424,0.5797083979992547,0.45437491625351734,0.4255183818852563,0.5424298168439574,0.5065495570530779,0.7367734926670287,0.7267789244975557,0.6248387691173761,0.5970016062823488,0.7313809834010688,0.7034607712618133,0.4669094854308741,0.4461407315561066,0.5699598344407972,0.5460022492010894,0.9037298661240731,0.8926097881970346,0.9182390035082805,0.9063858004674136,0.5640847007010135,0.5321656549760561,0.6263876356751932,0.5864091956521789,0.6248387691173761,0.5970016062823488,per-label,per-label
95,0.44286005400751804,0.4167009386550633,0.5301846030824275,0.4997501877131764,0.7029160481458748,0.6946740718082403,0.6044523058442376,0.5813068430554927,0.46349815093822766,0.41895543963295834,0.5563501849568434,0.4985043374214777,0.7352525801195002,0.7241716458446497,0.6334113242863827,0.5905124684413341,0.7319550093104121,0.7031428753564976,0.46745195288282704,0.4467606943583385,0.5705382898542736,0.5463703348712798,0.9038936017768069,0.8922255217030756,0.9181590120203912,0.9062104613277349,0.5641775058922247,0.5325567171096942,0.6262916840136948,0.5865387412176486,0.6334113242863827,0.5905124684413341,per-label,per-label
96,0.44180448816610896,0.4195556869778991,0.5248895827369231,0.5022419977079943,0.7127401991883309,0.6997819632041354,0.604558667245111,0.5847801750856438,0.4568196939454425,0.42552654811451635,0.5410133165235206,0.5035445116036117,0.7458989679521999,0.7330798479087453,0.6271465107782244,0.5970096434574892,0.7336171725708942,0.706923120445963,0.4664445133292002,0.44924054556726595,0.5702901926630832,0.5493660415715308,0.9041197813161584,0.8931880594233452,0.9179860191091409,0.9077715212953492,0.5639971581102402,0.5340655669200753,0.6244479090194979,0.592160750168978,0.6271465107782244,0.5970096434574892,per-label,per-label
97,0.4416588594398818,0.42073686115477144,0.5250227672219787,0.5071684185417158,0.7102778475635577,0.6891658954799094,0.6037591766098684,0.5843235845145422,0.456797583081571,0.42887528198517566,0.5445813990715543,0.5132675100277692,0.7391634980988593,0.7228680065181966,0.6271256739941933,0.6002977130226893,0.7343511570471699,0.705376981784206,0.4679944203347799,0.44893056416615,0.5716696605859276,0.5486670991507471,0.9041226732856414,0.8928871312783407,0.9186713831484158,0.9072187693408462,0.5648848497281738,0.5322834384991327,0.6278816150621725,0.5917001853351711,0.6271256739941933,0.6002977130226893,per-label,per-label
98,0.44199100931889895,0.41968384397034136,0.5241592668488064,0.50610719731462,0.7129668848733943,0.6828128409888108,0.6041553630443869,0.5813284024321976,0.4584030520045512,0.4301054275673565,0.5442193087008343,0.517541111981206,0.7440521455730581,0.7179793590439978,0.6286369894446994,0.6015017064846416,0.7350826349667517,0.7039889868314203,0.46698698078115314,0.44668319900805953,0.5711383364668099,0.5465675742824795,0.9037906132094393,0.8924832404372787,0.9183412986115855,0.9065485120931691,0.5638244226902728,0.5341069848071464,0.626893818810208,0.5903763208825397,0.6286369894446994,0.6015017064846416,per-label,per-label
99,0.4428446642450045,0.42270684152886673,0.5283602851589378,0.5143094860395836,0.7082507438979476,0.6768454889111816,0.6052211345637858,0.5844882703772598,0.4601235230934479,0.4357501320655045,0.5463531287365484,0.526319987238794,0.7445953286257468,0.7168929929386203,0.6302528735632184,0.6069999540081865,0.7369758523632378,0.7095379320087526,0.46838189708617484,0.4517203967761934,0.572753023729709,0.5520093991663578,0.9042080432621834,0.8935276213459867,0.9189887664240266,0.9081091759541693,0.5639533949325738,0.5380333936577916,0.6286065202258562,0.5940008688083415,0.6302528735632184,0.6069999540081865,per-label,per-label
100,0.44155739262626087,0.41866725182364706,0.5193770813138273,0.5102996551379738,0.7222024414070447,0.6723650156226496,0.6042229100455919,0.5802280969100209,0.45670178228317765,0.4330625454065121,0.5393161724434707,0.5248539181941887,0.7488321564367192,0.7123302552960348,0.6270353861548258,0.6043875011521799,0.7366350445449446,0.7065623555257411,0.4690018598884067,0.44877557346559205,0.5731131896844768,0.5489094027530065,0.9044252509914337,0.8931305416259978,0.9186737597881005,0.9070774033759306,0.5638008551376351,0.5393497282072209,0.6276237078160469,0.5910573557546619,0.6270353861548258,0.6043875011521799,per-label,per-label
