split,clients,method_name,method,base_algo,mu,server_distill,local_epochs,rounds,kd_alpha,kd_temperature,server_distill_steps,server_distill_lr,f1_macro,f1_micro,pr_auc_macro,pr_auc_micro,auc_macro,auc_micro,best_f1_micro,best_thr,time_sec,size_alpha,labels_per_client,bias_strength
noniid,8,Opt3_FedAvg_SD,option3,FedAvg,0.0,True,1,10,0.5,2.0,10,0.002,0.4220796114269765,0.39502013077867565,0.3498790810202895,0.40177368715640066,0.7703209874603371,0.7967623451312253,0.39502013077867565,per-label,169.32832431793213,0.5,10.0,0.85
noniid,10,Opt3_FedAvg_SD,option3,FedAvg,0.0,True,1,10,0.5,2.0,10,0.002,0.3936205141198395,0.37040309221424633,0.32262236215253,0.3529289921781414,0.7481734823904224,0.7666298596274314,0.37040309221424633,per-label,191.09614753723145,0.5,10.0,0.85
noniid,2,Opt3_FedProx_mu0.01,option3,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.42223778351610547,0.40478030798501696,0.3575808511207425,0.38601571210200153,0.7682820279247177,0.7928469313070249,0.40478030798501696,per-label,74.68156504631042,0.5,10.0,0.85
noniid,3,Opt3_FedProx_mu0.01,option3,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.4386938584329534,0.39965906418998354,0.37220023360022103,0.40606887513052503,0.7746477471315458,0.8024131359487751,0.39965906418998354,per-label,75.69354033470154,0.5,10.0,0.85
noniid,5,Opt3_FedProx_mu0.01,option3,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.40261333640316593,0.37593652373448344,0.33506140843902377,0.37949243830478147,0.7551562896960212,0.7696955495337614,0.37593652373448344,per-label,79.44793128967285,0.5,10.0,0.85
noniid,8,Opt3_FedProx_mu0.01,option3,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.3770050794652613,0.35195660596667955,0.3031271043907824,0.3322803668377825,0.7360423549257878,0.7599691138018407,0.35195660596667955,per-label,82.10918664932251,0.5,10.0,0.85
noniid,10,Opt3_FedProx_mu0.01,option3,FedProx,0.01,False,1,10,0.5,2.0,10,0.002,0.365139040082311,0.3455631176823385,0.29199768362411316,0.3303776853490986,0.7230107763965843,0.7479360395941792,0.3455631176823385,per-label,86.27213740348816,0.5,10.0,0.85
noniid,2,Opt3_FedProx_mu0.01_SD,option3,FedProx,0.01,True,1,10,0.5,2.0,10,0.002,0.429274338616558,0.4143052448421576,0.3659104332485714,0.39777372489919016,0.7742956571345863,0.8042671783494978,0.4143052448421576,per-label,97.8920042514801,0.5,10.0,0.85
noniid,3,Opt3_FedProx_mu0.01_SD,option3,FedProx,0.01,True,1,10,0.5,2.0,10,0.002,0.43868202552328006,0.3910189000994742,0.3661644383839817,0.4360696089883145,0.7719062934841233,0.8060579701809814,0.3910189000994742,per-label,111.30076432228088,0.5,10.0,0.85
noniid,5,Opt3_FedProx_mu0.01_SD,option3,FedProx,0.01,True,1,10,0.5,2.0,10,0.002,0.4055362090631166,0.3899469153945356,0.3351378070317611,0.37686806517670535,0.7576455528180694,0.7842988076166839,0.3899469153945356,per-label,136.01619410514832,0.5,10.0,0.85
